                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                 1.3363,                0.99648,                 1.0403,                 1.7871,                 1.3535,                 1.0256,                0.51137,                0.39362,                0.40717,                  0.245,                 1.3057,                 0.9773,                 1.0291,                 1.6939,                 1.3268,                  1.024,               0.005248,               0.005248,               0.005248
                     99,                 1.3378,                 1.0045,                 1.0456,                 1.7805,                 1.3625,                 1.0321,                0.50124,                0.40232,                0.40866,                0.24647,                 1.3048,                0.97483,                 1.0291,                 1.6926,                 1.3246,                  1.024,              0.0051985,              0.0051985,              0.0051985
                    100,                 1.3326,                0.99196,                  1.039,                 1.7795,                 1.3478,                  1.026,                0.50241,                0.40246,                0.40843,                0.24614,                 1.3051,                0.97373,                 1.0291,                 1.6938,                 1.3231,                 1.0239,               0.005149,               0.005149,               0.005149
                    101,                 1.3361,                0.99531,                 1.0366,                 1.7924,                  1.353,                 1.0223,                  0.503,                0.40029,                0.40876,                0.24683,                 1.3048,                0.97293,                 1.0288,                 1.6938,                 1.3216,                 1.0236,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.3295,                 0.9961,                 1.0372,                 1.7791,                 1.3528,                 1.0251,                0.50274,                 0.4001,                0.40807,                0.24619,                 1.3038,                0.97236,                 1.0283,                 1.6926,                 1.3216,                 1.0235,                0.00505,                0.00505,                0.00505
                    103,                 1.3431,                 1.0006,                 1.0417,                 1.7917,                 1.3519,                 1.0264,                0.50418,                0.39513,                0.40879,                 0.2464,                 1.3053,                0.97216,                 1.0286,                 1.6936,                 1.3205,                 1.0238,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.3351,                 0.9945,                 1.0418,                 1.7837,                 1.3493,                 1.0272,                0.50079,                0.39849,                0.40925,                0.24705,                 1.3057,                0.97156,                 1.0283,                 1.6948,                 1.3195,                 1.0238,               0.004951,               0.004951,               0.004951
                    105,                 1.3399,                0.99379,                 1.0353,                 1.7975,                 1.3546,                 1.0227,                 0.4984,                  0.401,                0.40924,                 0.2471,                 1.3054,                0.97043,                 1.0282,                 1.6944,                 1.3174,                 1.0233,              0.0049015,              0.0049015,              0.0049015
                    106,                  1.335,                0.99003,                 1.0363,                 1.7871,                 1.3453,                 1.0229,                0.50697,                0.39914,                 0.4101,                0.24705,                 1.3057,                0.97011,                 1.0283,                  1.694,                 1.3176,                 1.0235,               0.004852,               0.004852,               0.004852
                    107,                 1.3413,                0.99049,                 1.0351,                 1.7953,                 1.3499,                  1.021,                0.50932,                0.39821,                0.41174,                 0.2479,                 1.3052,                0.96936,                  1.028,                 1.6936,                 1.3164,                 1.0228,              0.0048025,              0.0048025,              0.0048025
                    108,                 1.3279,                0.98325,                 1.0369,                 1.7834,                 1.3439,                 1.0237,                0.50754,                0.40075,                0.41142,                0.24822,                 1.3036,                0.96804,                 1.0275,                 1.6923,                 1.3157,                 1.0226,               0.004753,               0.004753,               0.004753
                    109,                 1.3181,                0.97364,                 1.0316,                  1.765,                 1.3291,                 1.0198,                 0.5085,                0.40068,                0.41261,                 0.2486,                  1.303,                0.96809,                 1.0272,                 1.6917,                 1.3153,                 1.0219,              0.0047035,              0.0047035,              0.0047035
                    110,                  1.334,                0.98383,                 1.0318,                 1.7817,                 1.3352,                 1.0187,                 0.5078,                0.40364,                 0.4125,                0.24901,                 1.3023,                0.96696,                  1.027,                 1.6898,                 1.3154,                 1.0214,               0.004654,               0.004654,               0.004654
                    111,                 1.3327,                0.98311,                 1.0322,                 1.7939,                 1.3412,                 1.0186,                0.50782,                0.40345,                 0.4139,                0.24959,                 1.3018,                0.96589,                 1.0269,                 1.6902,                 1.3123,                 1.0218,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.3243,                0.97628,                 1.0313,                 1.7815,                 1.3316,                 1.0188,                0.50652,                0.40386,                0.41456,                0.25022,                 1.3017,                0.96525,                 1.0268,                 1.6892,                 1.3104,                 1.0215,               0.004555,               0.004555,               0.004555
                    113,                 1.3307,                0.98094,                 1.0334,                  1.784,                 1.3415,                 1.0207,                0.50779,                0.40501,                0.41518,                0.25064,                 1.3017,                0.96482,                 1.0266,                 1.6887,                 1.3112,                 1.0213,              0.0045055,              0.0045055,              0.0045055
                    114,                 1.3342,                0.97932,                 1.0344,                  1.779,                 1.3225,                 1.0211,                0.50822,                0.40407,                0.41625,                0.25111,                 1.3021,                0.96468,                 1.0265,                 1.6896,                 1.3114,                 1.0214,               0.004456,               0.004456,               0.004456
                    115,                 1.3248,                0.97281,                 1.0333,                 1.7747,                  1.327,                  1.021,                0.51036,                  0.404,                0.41713,                0.25153,                 1.3012,                0.96413,                 1.0261,                 1.6877,                 1.3101,                  1.021,              0.0044065,              0.0044065,              0.0044065
                    116,                  1.323,                0.97371,                 1.0331,                 1.7754,                 1.3269,                 1.0195,                0.51244,                0.40383,                0.41678,                0.25175,                 1.3016,                0.96331,                 1.0261,                 1.6879,                 1.3089,                 1.0211,               0.004357,               0.004357,               0.004357
                    117,                 1.3304,                0.97288,                 1.0341,                 1.7773,                 1.3193,                   1.02,                0.51474,                0.40407,                0.41616,                0.25153,                 1.3014,                0.96252,                 1.0259,                 1.6872,                 1.3078,                 1.0209,              0.0043075,              0.0043075,              0.0043075
                    118,                 1.3204,                0.96894,                 1.0298,                 1.7704,                 1.3215,                 1.0167,                 0.5138,                0.40474,                0.41682,                0.25193,                 1.3009,                0.96217,                 1.0257,                 1.6873,                 1.3074,                 1.0208,               0.004258,               0.004258,               0.004258
                    119,                 1.3364,                0.98287,                 1.0337,                  1.782,                 1.3375,                 1.0193,                0.51832,                0.40333,                0.41744,                0.25268,                 1.3008,                0.96163,                 1.0258,                 1.6865,                 1.3074,                 1.0206,              0.0042085,              0.0042085,              0.0042085
                    120,                 1.3139,                0.97092,                 1.0266,                 1.7645,                 1.3248,                 1.0156,                0.51652,                0.40462,                0.41808,                0.25328,                 1.3007,                0.96051,                 1.0256,                  1.687,                 1.3071,                 1.0208,               0.004159,               0.004159,               0.004159
                    121,                 1.3319,                0.97372,                 1.0372,                 1.7743,                 1.3255,                 1.0244,                0.51362,                0.40683,                0.41843,                 0.2537,                  1.301,                0.96016,                 1.0256,                 1.6863,                 1.3066,                 1.0204,              0.0041095,              0.0041095,              0.0041095
                    122,                 1.3236,                0.96776,                 1.0355,                 1.7709,                 1.3208,                 1.0237,                0.51616,                0.40182,                0.41807,                 0.2533,                 1.3002,                0.96003,                 1.0253,                 1.6856,                 1.3064,                 1.0203,                0.00406,                0.00406,                0.00406
                    123,                 1.3091,                0.96541,                 1.0298,                 1.7552,                 1.3147,                 1.0183,                0.51776,                0.40169,                0.41782,                0.25316,                 1.2997,                0.95992,                 1.0251,                 1.6839,                 1.3077,                 1.0199,              0.0040105,              0.0040105,              0.0040105
                    124,                 1.3257,                0.97348,                 1.0281,                 1.7719,                 1.3206,                 1.0156,                0.51658,                0.40124,                0.41756,                0.25328,                  1.299,                0.95959,                 1.0248,                 1.6823,                 1.3081,                 1.0196,               0.003961,               0.003961,               0.003961
                    125,                 1.3117,                0.95855,                 1.0262,                 1.7678,                 1.3102,                 1.0144,                0.52048,                0.40051,                0.41766,                0.25311,                 1.2993,                0.95942,                 1.0249,                 1.6818,                 1.3077,                 1.0194,              0.0039115,              0.0039115,              0.0039115
                    126,                 1.3054,                0.95709,                 1.0251,                 1.7606,                 1.3105,                 1.0128,                0.51838,                 0.4015,                0.41825,                0.25347,                 1.2993,                0.95941,                 1.0249,                 1.6817,                 1.3071,                 1.0192,               0.003862,               0.003862,               0.003862
                    127,                  1.326,                0.96577,                 1.0278,                 1.7751,                 1.3135,                 1.0162,                0.52693,                0.39642,                0.41853,                0.25404,                 1.2991,                0.95921,                 1.0247,                 1.6822,                 1.3055,                 1.0194,              0.0038125,              0.0038125,              0.0038125
                    128,                 1.3107,                0.96061,                 1.0244,                 1.7696,                  1.317,                 1.0132,                 0.5225,                0.40118,                0.41872,                0.25392,                 1.2985,                0.95855,                 1.0244,                 1.6817,                 1.3046,                 1.0192,               0.003763,               0.003763,               0.003763
                    129,                 1.3064,                0.95405,                 1.0274,                  1.749,                  1.302,                 1.0159,                0.52305,                0.40156,                0.41947,                0.25431,                  1.298,                 0.9581,                 1.0242,                 1.6815,                 1.3038,                 1.0192,              0.0037135,              0.0037135,              0.0037135
                    130,                 1.3327,                0.96221,                 1.0284,                 1.7881,                 1.3126,                 1.0142,                0.52453,                0.40178,                0.41978,                0.25475,                 1.2978,                0.95779,                 1.0241,                 1.6814,                 1.3033,                  1.019,               0.003664,               0.003664,               0.003664
                    131,                 1.3027,                0.94843,                 1.0243,                 1.7487,                 1.2928,                 1.0131,                0.52873,                0.40061,                0.42004,                0.25494,                 1.2979,                0.95784,                  1.024,                 1.6818,                  1.303,                 1.0191,              0.0036145,              0.0036145,              0.0036145
                    132,                 1.3069,                0.95383,                 1.0261,                 1.7614,                 1.3039,                 1.0142,                0.52512,                0.40199,                0.42001,                0.25457,                 1.2975,                0.95751,                 1.0238,                 1.6818,                 1.3026,                 1.0191,               0.003565,               0.003565,               0.003565
                    133,                 1.3181,                0.96015,                 1.0282,                 1.7715,                 1.3092,                 1.0152,                0.52234,                 0.4034,                0.42056,                0.25497,                 1.2975,                0.95747,                 1.0237,                  1.681,                 1.3021,                 1.0191,              0.0035155,              0.0035155,              0.0035155
                    134,                 1.2994,                0.95409,                 1.0252,                 1.7405,                 1.3009,                  1.015,                0.51692,                0.40347,                0.41981,                0.25459,                 1.2973,                 0.9571,                 1.0236,                 1.6809,                 1.3016,                 1.0189,               0.003466,               0.003466,               0.003466
                    135,                 1.3047,                0.94681,                 1.0224,                  1.756,                 1.2959,                 1.0117,                0.52139,                0.40258,                0.42016,                0.25466,                 1.2972,                0.95647,                 1.0235,                 1.6805,                 1.3012,                 1.0189,              0.0034165,              0.0034165,              0.0034165
                    136,                 1.2947,                0.94279,                 1.0213,                 1.7507,                 1.2903,                 1.0097,                0.52208,                0.40301,                0.42083,                0.25516,                 1.2969,                 0.9558,                 1.0233,                 1.6801,                 1.3007,                 1.0188,               0.003367,               0.003367,               0.003367
                    137,                 1.3189,                0.96089,                 1.0288,                 1.7715,                 1.3097,                 1.0157,                0.52427,                0.40158,                0.42088,                0.25513,                 1.2968,                0.95547,                 1.0231,                 1.6806,                 1.2998,                 1.0188,              0.0033175,              0.0033175,              0.0033175
                    138,                 1.3014,                0.94645,                 1.0211,                 1.7564,                 1.2972,                 1.0094,                 0.5242,                0.40417,                0.42106,                0.25517,                 1.2969,                0.95542,                 1.0231,                 1.6804,                 1.3001,                 1.0187,               0.003268,               0.003268,               0.003268
                    139,                 1.2982,                0.93995,                 1.0209,                 1.7494,                 1.2819,                 1.0091,                0.52167,                0.40548,                0.42129,                0.25533,                 1.2968,                0.95518,                 1.0229,                 1.6797,                    1.3,                 1.0185,              0.0032185,              0.0032185,              0.0032185
                    140,                 1.3135,                 0.9563,                 1.0225,                 1.7675,                 1.3033,                 1.0103,                0.51788,                0.40927,                0.42197,                0.25522,                 1.2968,                0.95503,                 1.0229,                 1.6795,                 1.2992,                 1.0186,               0.003169,               0.003169,               0.003169
                    141,                 1.3039,                0.94579,                 1.0287,                 1.7447,                 1.2885,                 1.0162,                0.51621,                0.41029,                0.42225,                0.25541,                 1.2965,                0.95457,                 1.0228,                 1.6792,                 1.2986,                 1.0186,              0.0031195,              0.0031195,              0.0031195
                    142,                 1.2992,                0.94311,                 1.0263,                 1.7435,                 1.2874,                 1.0145,                0.51693,                 0.4094,                0.42219,                0.25553,                 1.2962,                0.95428,                 1.0227,                 1.6789,                 1.2983,                 1.0186,                0.00307,                0.00307,                0.00307
                    143,                 1.2961,                0.93459,                 1.0265,                 1.7411,                 1.2761,                 1.0145,                0.52009,                0.40849,                0.42257,                0.25567,                 1.2961,                0.95399,                 1.0225,                 1.6792,                 1.2978,                 1.0185,              0.0030205,              0.0030205,              0.0030205
                    144,                 1.2996,                 0.9354,                 1.0193,                 1.7511,                 1.2786,                 1.0087,                0.51605,                0.41123,                0.42269,                0.25575,                  1.296,                0.95358,                 1.0224,                 1.6789,                 1.2973,                 1.0184,               0.002971,               0.002971,               0.002971
                    145,                  1.297,                0.93686,                 1.0201,                  1.743,                 1.2839,                 1.0078,                0.51881,                0.40992,                0.42319,                 0.2562,                 1.2959,                0.95345,                 1.0223,                 1.6791,                 1.2962,                 1.0183,              0.0029215,              0.0029215,              0.0029215
                    146,                 1.2927,                0.93448,                 1.0191,                 1.7355,                  1.276,                 1.0086,                0.51905,                0.41093,                0.42367,                0.25635,                 1.2958,                0.95309,                 1.0223,                 1.6789,                 1.2963,                 1.0182,               0.002872,               0.002872,               0.002872
                    147,                 1.2929,                0.92559,                 1.0155,                 1.7494,                   1.27,                 1.0043,                0.51991,                0.41016,                0.42345,                 0.2562,                 1.2958,                0.95285,                 1.0222,                 1.6789,                 1.2958,                 1.0182,              0.0028225,              0.0028225,              0.0028225
                    148,                 1.2951,                 0.9302,                 1.0176,                 1.7427,                 1.2719,                 1.0062,                0.52503,                0.40853,                0.42422,                0.25648,                 1.2958,                0.95266,                 1.0221,                 1.6787,                 1.2958,                 1.0181,               0.002773,               0.002773,               0.002773
                    149,                 1.3009,                0.93604,                 1.0234,                 1.7533,                 1.2866,                 1.0121,                 0.5236,                0.40966,                0.42458,                0.25665,                 1.2957,                0.95245,                 1.0221,                 1.6787,                 1.2952,                 1.0182,              0.0027235,              0.0027235,              0.0027235
                    150,                 1.2848,                0.91928,                 1.0161,                 1.7407,                 1.2642,                 1.0061,                0.52287,                0.41099,                0.42488,                0.25682,                 1.2955,                0.95223,                 1.0221,                 1.6785,                 1.2946,                 1.0182,               0.002674,               0.002674,               0.002674
                    151,                 1.3024,                0.93216,                 1.0228,                 1.7425,                 1.2726,                 1.0117,                0.52327,                0.41107,                0.42542,                0.25706,                 1.2955,                0.95212,                 1.0221,                 1.6783,                 1.2942,                 1.0182,              0.0026245,              0.0026245,              0.0026245
                    152,                 1.3006,                0.92981,                 1.0231,                 1.7453,                 1.2728,                 1.0111,                0.52255,                0.41085,                0.42563,                0.25722,                 1.2954,                0.95201,                 1.0221,                 1.6782,                 1.2938,                 1.0181,               0.002575,               0.002575,               0.002575
                    153,                 1.2959,                0.93186,                  1.015,                   1.75,                 1.2783,                 1.0047,                0.52555,                0.41054,                0.42556,                0.25735,                 1.2954,                 0.9519,                 1.0221,                 1.6781,                 1.2933,                  1.018,              0.0025255,              0.0025255,              0.0025255
                    154,                 1.3069,                0.93576,                 1.0208,                 1.7582,                 1.2795,                 1.0076,                0.52539,                0.41049,                0.42553,                 0.2574,                 1.2953,                0.95172,                  1.022,                  1.678,                 1.2927,                  1.018,               0.002476,               0.002476,               0.002476
                    155,                 1.2926,                0.92613,                 1.0177,                 1.7433,                 1.2703,                 1.0061,                0.52616,                0.41047,                0.42552,                0.25731,                 1.2952,                0.95146,                  1.022,                 1.6779,                 1.2923,                  1.018,              0.0024265,              0.0024265,              0.0024265
                    156,                 1.2956,                0.92685,                 1.0183,                 1.7429,                 1.2686,                  1.006,                0.52539,                0.41085,                0.42543,                0.25722,                 1.2951,                0.95134,                  1.022,                 1.6778,                 1.2918,                  1.018,               0.002377,               0.002377,               0.002377
                    157,                 1.2876,                0.91521,                 1.0142,                 1.7291,                 1.2549,                 1.0049,                0.52555,                0.41073,                 0.4255,                0.25723,                 1.2949,                0.95112,                  1.022,                 1.6775,                 1.2919,                 1.0179,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.2771,                0.92117,                 1.0211,                  1.714,                 1.2598,                 1.0111,                0.52525,                0.41095,                0.42571,                0.25742,                  1.295,                0.95084,                 1.0219,                 1.6774,                 1.2917,                 1.0179,               0.002278,               0.002278,               0.002278
                    159,                 1.2847,                0.91014,                 1.0173,                 1.7347,                 1.2474,                 1.0049,                0.52388,                0.41148,                0.42559,                0.25752,                  1.295,                0.95066,                  1.022,                 1.6774,                 1.2914,                 1.0179,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.2865,                0.91483,                 1.0158,                 1.7366,                 1.2512,                 1.0035,                0.52644,                0.41113,                0.42589,                0.25758,                 1.2951,                0.95046,                  1.022,                 1.6776,                 1.2908,                  1.018,               0.002179,               0.002179,               0.002179
                    161,                 1.2927,                0.92319,                 1.0114,                 1.7494,                 1.2686,                 1.0013,                0.52651,                0.41004,                0.42576,                0.25754,                 1.2951,                0.95023,                 1.0219,                 1.6775,                  1.291,                 1.0179,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.2952,                0.92289,                 1.0183,                  1.739,                 1.2635,                  1.007,                0.52959,                0.40855,                0.42551,                 0.2574,                 1.2952,                0.95003,                 1.0219,                 1.6775,                 1.2909,                 1.0179,                0.00208,                0.00208,                0.00208
                    163,                 1.2911,                 0.9172,                 1.0157,                 1.7399,                 1.2542,                 1.0037,                0.52761,                0.40962,                 0.4255,                0.25757,                 1.2952,                0.94991,                 1.0219,                 1.6775,                 1.2906,                 1.0179,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.2827,                0.91589,                 1.0137,                 1.7243,                 1.2547,                 1.0035,                0.52788,                0.40959,                0.42542,                0.25752,                 1.2952,                0.94976,                 1.0219,                 1.6772,                 1.2907,                 1.0179,               0.001981,               0.001981,               0.001981
                    165,                 1.2743,                0.90653,                 1.0138,                 1.7181,                 1.2402,                 1.0044,                0.52656,                0.41006,                0.42538,                0.25745,                 1.2952,                0.94949,                 1.0219,                 1.6772,                 1.2908,                 1.0179,              0.0019315,              0.0019315,              0.0019315
                    166,                  1.281,                0.91308,                  1.015,                 1.7279,                 1.2551,                 1.0049,                0.52549,                0.41066,                0.42555,                0.25746,                 1.2953,                0.94937,                 1.0218,                 1.6774,                 1.2907,                 1.0179,               0.001882,               0.001882,               0.001882
                    167,                 1.2945,                0.92045,                 1.0157,                 1.7484,                 1.2668,                 1.0057,                0.52535,                0.41028,                0.42559,                0.25758,                 1.2953,                 0.9491,                 1.0218,                 1.6773,                 1.2907,                 1.0179,              0.0018325,              0.0018325,              0.0018325
                    168,                 1.2957,                0.91943,                 1.0179,                 1.7404,                 1.2618,                 1.0071,                0.52623,                 0.4097,                0.42548,                0.25737,                 1.2953,                0.94891,                 1.0217,                 1.6773,                 1.2902,                 1.0179,               0.001783,               0.001783,               0.001783
                    169,                 1.2761,                0.90806,                 1.0125,                 1.7187,                 1.2464,                 1.0022,                0.52595,                0.40972,                0.42538,                0.25721,                 1.2953,                0.94873,                 1.0217,                 1.6773,                 1.2901,                 1.0179,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.2798,                0.91383,                 1.0157,                 1.7234,                 1.2553,                 1.0055,                0.52548,                0.41048,                 0.4254,                0.25729,                 1.2952,                0.94856,                 1.0217,                 1.6772,                 1.2901,                 1.0177,               0.001684,               0.001684,               0.001684
                    171,                 1.2631,                  0.901,                 1.0075,                 1.7134,                 1.2412,                0.99824,                0.52541,                0.41133,                0.42553,                 0.2574,                 1.2951,                0.94844,                 1.0216,                  1.677,                 1.2901,                 1.0177,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.2753,                0.91014,                 1.0141,                 1.7284,                 1.2504,                 1.0033,                0.52378,                0.41262,                0.42548,                0.25735,                 1.2951,                0.94821,                 1.0216,                  1.677,                 1.2898,                 1.0176,               0.001585,               0.001585,               0.001585
                    173,                 1.2845,                0.90652,                 1.0097,                 1.7332,                 1.2461,                 1.0005,                0.52511,                0.41209,                0.42567,                0.25759,                 1.2951,                0.94806,                 1.0216,                 1.6768,                 1.2897,                 1.0173,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.2715,                0.89754,                 1.0094,                 1.7146,                 1.2335,                0.99998,                0.52656,                0.41156,                0.42585,                 0.2577,                 1.2951,                 0.9479,                 1.0216,                 1.6769,                 1.2895,                 1.0174,               0.001486,               0.001486,               0.001486
                    175,                  1.264,                0.89126,                 1.0135,                 1.6973,                 1.2167,                  1.005,                0.52675,                0.41119,                0.42568,                0.25751,                 1.2951,                0.94776,                 1.0216,                 1.6768,                 1.2893,                 1.0173,              0.0014365,              0.0014365,              0.0014365
                    176,                 1.2692,                0.89631,                  1.012,                 1.7103,                 1.2322,                 1.0013,                0.52807,                0.41083,                0.42545,                0.25725,                 1.2952,                0.94764,                 1.0216,                  1.677,                 1.2892,                 1.0172,               0.001387,               0.001387,               0.001387
                    177,                 1.2782,                0.90558,                 1.0116,                 1.7268,                  1.248,                 1.0027,                0.52893,                0.41026,                0.42558,                0.25739,                 1.2951,                0.94747,                 1.0215,                  1.677,                 1.2886,                 1.0173,              0.0013375,              0.0013375,              0.0013375
                    178,                 1.2783,                0.90271,                  1.014,                 1.7188,                 1.2433,                  1.003,                0.52746,                0.41056,                0.42585,                 0.2575,                 1.2952,                0.94737,                 1.0215,                 1.6766,                 1.2889,                 1.0172,               0.001288,               0.001288,               0.001288
                    179,                 1.2658,                 0.8944,                 1.0082,                 1.7133,                 1.2299,                 0.9988,                0.52779,                0.41055,                0.42598,                0.25752,                 1.2952,                 0.9472,                 1.0215,                 1.6767,                 1.2884,                 1.0172,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.2776,                0.89846,                  1.007,                 1.7208,                 1.2308,                0.99695,                0.52716,                0.41055,                0.42602,                0.25754,                 1.2952,                0.94709,                 1.0215,                 1.6762,                 1.2889,                  1.017,               0.001189,               0.001189,               0.001189
                    181,                  1.271,                0.90021,                 1.0104,                 1.7155,                 1.2364,                0.99946,                0.52678,                0.41063,                0.42613,                0.25765,                 1.2952,                0.94699,                 1.0214,                 1.6759,                 1.2889,                 1.0169,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.2583,                0.88844,                 1.0116,                 1.7055,                 1.2246,                 1.0015,                0.52619,                0.41037,                0.42614,                0.25759,                 1.2952,                0.94693,                 1.0215,                  1.676,                 1.2889,                 1.0168,                0.00109,                0.00109,                0.00109
                    183,                   1.27,                0.89433,                 1.0087,                 1.7151,                 1.2329,                0.99901,                0.52723,                0.41056,                0.42616,                0.25749,                 1.2951,                0.94684,                 1.0214,                 1.6762,                 1.2886,                 1.0169,              0.0010405,              0.0010405,              0.0010405
                    184,                 1.2672,                0.89417,                 1.0105,                 1.7163,                 1.2332,                 1.0008,                 0.5276,                0.41051,                0.42608,                0.25751,                 1.2952,                 0.9467,                 1.0214,                 1.6761,                 1.2886,                 1.0168,               0.000991,               0.000991,               0.000991
                    185,                 1.2817,                0.89666,                 1.0075,                 1.7315,                 1.2301,                0.99841,                0.52761,                 0.4107,                0.42626,                0.25757,                 1.2951,                0.94661,                 1.0214,                 1.6761,                 1.2883,                 1.0169,              0.0009415,              0.0009415,              0.0009415
                    186,                  1.263,                0.88602,                  1.007,                 1.7062,                 1.2169,                0.99739,                0.52817,                0.41083,                0.42646,                0.25753,                 1.2951,                0.94657,                 1.0214,                 1.6763,                 1.2878,                  1.017,               0.000892,               0.000892,               0.000892
                    187,                 1.2683,                0.89159,                 1.0138,                 1.7078,                 1.2238,                 1.0019,                0.52646,                0.41162,                0.42668,                0.25766,                 1.2952,                0.94652,                 1.0214,                 1.6764,                 1.2877,                 1.0171,              0.0008425,              0.0008425,              0.0008425
                    188,                  1.271,                0.88983,                 1.0085,                 1.7142,                 1.2271,                0.99895,                0.52713,                0.41131,                0.42668,                0.25774,                 1.2952,                0.94641,                 1.0214,                 1.6766,                 1.2872,                 1.0171,               0.000793,               0.000793,               0.000793
                    189,                 1.2675,                0.88723,                 1.0092,                 1.7116,                 1.2219,                0.99867,                0.52767,                0.41143,                0.42659,                0.25766,                 1.2953,                0.94635,                 1.0214,                 1.6765,                 1.2873,                 1.0171,              0.0007435,              0.0007435,              0.0007435
                    190,                 1.2618,                0.88266,                 1.0062,                  1.708,                 1.2216,                 0.9963,                0.52971,                0.41084,                0.42655,                0.25763,                 1.2952,                0.94627,                 1.0214,                 1.6764,                 1.2871,                 1.0171,               0.000694,               0.000694,               0.000694
                    191,                  1.259,                0.87346,                 1.0215,                 1.6709,                  1.185,                 1.0116,                 0.5294,                  0.411,                0.42656,                0.25768,                 1.2954,                0.94628,                 1.0214,                 1.6765,                 1.2869,                 1.0171,              0.0006445,              0.0006445,              0.0006445
                    192,                 1.2442,                0.86014,                 1.0151,                 1.6542,                 1.1715,                 1.0075,                0.52918,                0.41066,                0.42672,                0.25783,                 1.2954,                 0.9462,                 1.0215,                 1.6763,                 1.2868,                 1.0171,               0.000595,               0.000595,               0.000595
                    193,                 1.2423,                0.85941,                 1.0177,                 1.6542,                 1.1701,                 1.0086,                0.52955,                0.41032,                0.42688,                0.25805,                 1.2954,                0.94614,                 1.0214,                 1.6763,                 1.2866,                  1.017,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.2443,                0.85564,                 1.0126,                 1.6583,                 1.1726,                 1.0053,                0.53266,                0.40926,                0.42704,                0.25808,                 1.2955,                0.94615,                 1.0214,                 1.6763,                 1.2865,                  1.017,               0.000496,               0.000496,               0.000496
                    195,                 1.2393,                0.85098,                 1.0121,                 1.6531,                 1.1702,                 1.0041,                0.52913,                0.41128,                0.42726,                0.25821,                 1.2956,                 0.9461,                 1.0214,                 1.6763,                 1.2863,                  1.017,              0.0004465,              0.0004465,              0.0004465
                    196,                  1.241,                0.85268,                 1.0166,                 1.6508,                 1.1632,                 1.0073,                0.52917,                  0.411,                0.42719,                0.25814,                 1.2957,                0.94604,                 1.0215,                 1.6764,                 1.2863,                  1.017,               0.000397,               0.000397,               0.000397
                    197,                 1.2427,                0.85221,                 1.0119,                 1.6612,                 1.1685,                 1.0054,                0.52776,                0.41079,                0.42706,                0.25816,                 1.2957,                0.94603,                 1.0215,                 1.6765,                 1.2861,                 1.0171,              0.0003475,              0.0003475,              0.0003475
                    198,                 1.2402,                0.84357,                 1.0137,                 1.6512,                 1.1522,                 1.0051,                0.52911,                0.41047,                0.42707,                0.25822,                 1.2958,                0.94599,                 1.0215,                 1.6767,                 1.2859,                 1.0171,               0.000298,               0.000298,               0.000298
                    199,                 1.2404,                  0.849,                  1.013,                 1.6498,                 1.1613,                 1.0048,                0.52564,                0.41169,                0.42708,                0.25826,                 1.2959,                0.94596,                 1.0215,                 1.6767,                 1.2858,                 1.0171,              0.0002485,              0.0002485,              0.0002485
                    200,                 1.2412,                 0.8489,                 1.0155,                 1.6513,                 1.1642,                 1.0059,                 0.5272,                0.41079,                0.42702,                0.25824,                 1.2959,                0.94592,                 1.0215,                 1.6768,                 1.2853,                 1.0172,               0.000199,               0.000199,               0.000199
