                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.4026,                 3.2342,                0.98184,                0.53428,                0.41563,                0.43787,                0.26012,                 1.3718,                 3.5758,                0.98822,             0.00029071,             0.00029071,             0.00029071
                    145,                 1.4121,                 3.2445,                0.98106,                0.53481,                0.41446,                0.43783,                0.26025,                 1.3715,                 3.5748,                0.98809,             0.00028572,             0.00028572,             0.00028572
                    146,                 1.3985,                 3.2104,                0.98096,                0.53126,                0.41582,                0.43814,                0.26034,                 1.3712,                 3.5732,                0.98798,             0.00028072,             0.00028072,             0.00028072
                    147,                 1.4058,                 3.2329,                0.98163,                0.52992,                 0.4181,                0.43859,                0.26059,                  1.371,                 3.5725,                0.98793,             0.00027572,             0.00027572,             0.00027572
                    148,                 1.3959,                 3.2073,                0.98049,                0.52626,                0.42062,                0.43876,                0.26085,                 1.3707,                  3.571,                0.98784,             0.00027073,             0.00027073,             0.00027073
                    149,                 1.3995,                 3.1973,                 0.9794,                0.52801,                0.41938,                0.43896,                0.26105,                 1.3705,                 3.5701,                0.98776,             0.00026574,             0.00026574,             0.00026574
                    150,                 1.3988,                 3.1919,                0.97995,                0.52901,                0.41865,                0.43914,                0.26125,                 1.3704,                 3.5687,                0.98767,             0.00026074,             0.00026074,             0.00026074
                    151,                 1.3986,                 3.2144,                0.97943,                0.52951,                0.41891,                0.43931,                0.26138,                 1.3702,                 3.5683,                0.98762,             0.00025574,             0.00025574,             0.00025574
                    152,                 1.3964,                 3.1926,                0.97943,                0.53272,                0.41778,                 0.4399,                0.26152,                   1.37,                 3.5671,                0.98751,             0.00025075,             0.00025075,             0.00025075
                    153,                 1.4022,                 3.1909,                0.97795,                0.52366,                 0.4231,                0.43998,                0.26174,                 1.3699,                 3.5659,                0.98745,             0.00024576,             0.00024576,             0.00024576
                    154,                 1.3944,                 3.1882,                0.98031,                0.52377,                0.42319,                 0.4403,                0.26182,                 1.3697,                 3.5648,                0.98739,             0.00024076,             0.00024076,             0.00024076
                    155,                 1.3975,                  3.184,                0.97825,                0.52198,                0.42402,                0.44024,                0.26187,                 1.3695,                 3.5639,                0.98735,             0.00023576,             0.00023576,             0.00023576
                    156,                 1.3952,                  3.181,                0.98012,                0.51924,                0.42454,                0.44024,                0.26188,                 1.3693,                  3.563,                 0.9873,             0.00023077,             0.00023077,             0.00023077
                    157,                 1.3977,                 3.1703,                0.97804,                0.52051,                  0.424,                0.44039,                0.26193,                 1.3691,                 3.5625,                 0.9872,             0.00022577,             0.00022577,             0.00022577
                    158,                 1.3955,                 3.1619,                0.97873,                0.51985,                 0.4258,                0.44052,                0.26188,                 1.3689,                 3.5612,                0.98714,             0.00022078,             0.00022078,             0.00022078
                    159,                 1.3838,                 3.1533,                0.97714,                0.52136,                0.42562,                0.44092,                0.26209,                 1.3687,                 3.5601,                0.98708,             0.00021578,             0.00021578,             0.00021578
                    160,                 1.3889,                 3.1518,                0.97665,                0.52383,                0.42461,                0.44127,                0.26219,                 1.3685,                 3.5596,                0.98703,             0.00021079,             0.00021079,             0.00021079
                    161,                 1.3938,                 3.1476,                0.97787,                0.52552,                0.42398,                0.44138,                0.26226,                 1.3683,                 3.5588,                  0.987,             0.00020579,             0.00020579,             0.00020579
                    162,                 1.3894,                 3.1399,                0.97719,                0.52836,                0.42212,                0.44145,                0.26236,                 1.3681,                 3.5581,                0.98691,              0.0002008,              0.0002008,              0.0002008
                    163,                 1.3864,                 3.1372,                 0.9742,                0.52839,                 0.4225,                0.44126,                0.26234,                 1.3679,                 3.5573,                0.98687,              0.0001958,              0.0001958,              0.0001958
                    164,                 1.3932,                 3.1496,                0.97803,                0.53209,                0.41946,                0.44126,                0.26234,                 1.3679,                 3.5567,                0.98686,             0.00019081,             0.00019081,             0.00019081
                    165,                 1.3899,                 3.1294,                0.97519,                0.53192,                0.42021,                0.44146,                0.26247,                 1.3677,                  3.556,                0.98679,             0.00018582,             0.00018582,             0.00018582
                    166,                 1.3855,                 3.1383,                0.97731,                0.53339,                 0.4195,                0.44141,                0.26258,                 1.3676,                 3.5554,                0.98675,             0.00018082,             0.00018082,             0.00018082
                    167,                 1.3814,                 3.1181,                0.97424,                0.53416,                 0.4191,                0.44169,                0.26278,                 1.3674,                  3.555,                0.98674,             0.00017583,             0.00017583,             0.00017583
                    168,                 1.3828,                 3.1159,                0.97558,                0.53081,                0.42105,                0.44171,                0.26271,                 1.3674,                 3.5548,                0.98673,             0.00017083,             0.00017083,             0.00017083
                    169,                 1.3825,                 3.1021,                0.97384,                0.53585,                0.41954,                0.44184,                 0.2628,                 1.3673,                 3.5541,                0.98667,             0.00016584,             0.00016584,             0.00016584
                    170,                 1.3835,                 3.1206,                0.97725,                0.53075,                0.42213,                0.44182,                0.26288,                 1.3671,                 3.5537,                0.98666,             0.00016084,             0.00016084,             0.00016084
                    171,                 1.3808,                 3.1097,                0.97443,                0.53126,                0.42156,                0.44175,                 0.2628,                 1.3671,                 3.5535,                0.98665,             0.00015585,             0.00015585,             0.00015585
                    172,                 1.3782,                 3.0869,                0.97208,                0.53259,                0.42098,                0.44169,                0.26281,                  1.367,                  3.553,                 0.9866,             0.00015085,             0.00015085,             0.00015085
                    173,                 1.3819,                 3.1124,                0.97529,                0.53351,                 0.4204,                0.44192,                0.26304,                 1.3669,                 3.5526,                0.98657,             0.00014586,             0.00014586,             0.00014586
                    174,                 1.3884,                 3.1154,                0.97647,                 0.5339,                0.42065,                 0.4419,                0.26291,                 1.3667,                  3.552,                0.98649,             0.00014086,             0.00014086,             0.00014086
                    175,                 1.3693,                 3.0717,                0.97144,                0.53754,                0.41856,                0.44195,                0.26296,                 1.3667,                 3.5514,                0.98648,             0.00013587,             0.00013587,             0.00013587
                    176,                 1.3829,                 3.0922,                0.97465,                 0.5371,                0.41889,                0.44197,                0.26301,                 1.3665,                 3.5509,                 0.9864,             0.00013087,             0.00013087,             0.00013087
                    177,                 1.3764,                  3.088,                0.97309,                0.53855,                0.41838,                0.44197,                0.26304,                 1.3664,                 3.5505,                0.98636,             0.00012587,             0.00012587,             0.00012587
                    178,                 1.3825,                 3.0846,                0.97352,                0.53934,                0.41824,                0.44209,                 0.2631,                 1.3663,                   3.55,                0.98633,             0.00012088,             0.00012088,             0.00012088
                    179,                 1.3814,                  3.086,                0.97333,                0.54016,                0.41748,                0.44167,                0.26302,                 1.3663,                 3.5498,                 0.9863,             0.00011588,             0.00011588,             0.00011588
                    180,                 1.3742,                 3.0586,                0.97184,                0.53794,                0.41903,                0.44182,                 0.2631,                 1.3661,                 3.5493,                0.98626,             0.00011089,             0.00011089,             0.00011089
                    181,                 1.3717,                 3.0146,                0.97593,                0.53979,                0.41811,                0.44216,                0.26329,                  1.366,                 3.5494,                0.98619,             0.00010589,             0.00010589,             0.00010589
                    182,                 1.3657,                 2.9922,                0.97517,                 0.5395,                0.41822,                0.44228,                0.26336,                 1.3659,                 3.5493,                0.98618,              0.0001009,              0.0001009,              0.0001009
                    183,                 1.3608,                  2.965,                0.97482,                0.53739,                0.41848,                0.44233,                0.26349,                 1.3659,                 3.5493,                0.98614,             9.5905e-05,             9.5905e-05,             9.5905e-05
                    184,                 1.3606,                 2.9622,                0.97374,                0.53851,                 0.4189,                0.44228,                0.26344,                 1.3658,                 3.5491,                0.98613,              9.091e-05,              9.091e-05,              9.091e-05
                    185,                 1.3565,                 2.9521,                0.97384,                0.53751,                 0.4194,                 0.4423,                0.26339,                 1.3658,                 3.5488,                0.98608,             8.5915e-05,             8.5915e-05,             8.5915e-05
                    186,                 1.3575,                 2.9481,                0.97345,                0.53911,                0.41833,                0.44217,                0.26335,                 1.3657,                 3.5489,                0.98608,              8.092e-05,              8.092e-05,              8.092e-05
                    187,                 1.3547,                 2.9423,                0.97137,                0.53905,                0.41851,                0.44227,                0.26334,                 1.3657,                 3.5489,                0.98607,             7.5925e-05,             7.5925e-05,             7.5925e-05
                    188,                  1.353,                  2.935,                0.97079,                0.54097,                0.41819,                0.44229,                0.26335,                 1.3657,                 3.5488,                0.98607,              7.093e-05,              7.093e-05,              7.093e-05
                    189,                 1.3528,                 2.9314,                0.97249,                0.54058,                0.41906,                0.44221,                0.26328,                 1.3656,                 3.5483,                0.98601,             6.5935e-05,             6.5935e-05,             6.5935e-05
                    190,                  1.352,                 2.9338,                0.97254,                0.54199,                0.41839,                0.44214,                0.26327,                 1.3656,                 3.5484,                  0.986,              6.094e-05,              6.094e-05,              6.094e-05
                    191,                 1.3515,                 2.9316,                0.97099,                 0.5418,                0.41821,                0.44202,                0.26324,                 1.3656,                 3.5484,                  0.986,             5.5945e-05,             5.5945e-05,             5.5945e-05
                    192,                 1.3516,                 2.9228,                0.97282,                0.54268,                0.41758,                0.44191,                0.26312,                 1.3656,                 3.5481,                0.98598,              5.095e-05,              5.095e-05,              5.095e-05
                    193,                   1.35,                 2.9252,                0.97246,                0.54277,                0.41737,                0.44137,                0.26301,                 1.3656,                 3.5484,                0.98597,             4.5955e-05,             4.5955e-05,             4.5955e-05
                    194,                 1.3486,                 2.9098,                0.97215,                0.54149,                0.41814,                0.44133,                0.26308,                 1.3655,                 3.5481,                0.98597,              4.096e-05,              4.096e-05,              4.096e-05
                    195,                 1.3476,                  2.908,                0.96977,                0.54145,                0.41813,                0.44141,                0.26303,                 1.3655,                 3.5481,                0.98597,             3.5965e-05,             3.5965e-05,             3.5965e-05
                    196,                 1.3495,                 2.9129,                0.97113,                0.54096,                0.41917,                0.44138,                 0.2631,                 1.3656,                 3.5481,                0.98596,              3.097e-05,              3.097e-05,              3.097e-05
                    197,                 1.3476,                  2.908,                0.97044,                0.54359,                0.41797,                0.44139,                0.26306,                 1.3656,                  3.548,                0.98596,             2.5975e-05,             2.5975e-05,             2.5975e-05
                    198,                 1.3461,                 2.9042,                0.97096,                0.54013,                0.41877,                0.44134,                0.26309,                 1.3656,                 3.5482,                0.98596,              2.098e-05,              2.098e-05,              2.098e-05
                    199,                 1.3457,                 2.8943,                0.96988,                0.54115,                 0.4184,                0.44142,                0.26302,                 1.3657,                 3.5479,                0.98595,             1.5985e-05,             1.5985e-05,             1.5985e-05
                    200,                  1.347,                 2.8982,                0.97064,                0.53887,                0.41926,                0.44146,                0.26318,                 1.3658,                 3.5483,                0.98596,              1.099e-05,              1.099e-05,              1.099e-05
